Open,High,Low,Close,Date,SRETURN
15928.28,16202.87,15928.28,16152.59,11-Feb-2010,0.014471646
16186.9,16227.04,16011.82,16038.35,15-Feb-2010,-0.00707255
16042.18,16310.39,16021.29,16226.68,16-Feb-2010,0.01174248
16228.91,16480.89,16228.91,16428.91,17-Feb-2010,0.012462808
16421.2,16452.51,16287.17,16327.84,18-Feb-2010,-0.00615196
16256.53,16301.94,16074.58,16191.63,19-Feb-2010,-0.008342193
16191.32,16423.23,16191.32,16237.05,22-Feb-2010,0.002805153
16213.14,16324.93,16178.91,16286.32,23-Feb-2010,0.003034418
16218.68,16328.44,16187.44,16255.97,24-Feb-2010,-0.001863527
16264.1,16329.33,16167.13,16254.2,25-Feb-2010,-0.000108883
16255.33,16669.25,16249.67,16429.55,26-Feb-2010,0.010787981
16438.45,16808.49,16438.45,16772.56,02-Mar-2010,0.020877626
16778.29,17012.61,16778.29,17000.01,03-Mar-2010,0.01356084
17013.68,17024.96,16888.05,16971.7,04-Mar-2010,-0.001665293
16988.29,17097.71,16936.12,16994.49,05-Mar-2010,0.001342824
17034.92,17187.55,17034.92,17102.6,08-Mar-2010,0.006361474
17089.22,17130.83,17031.21,17052.54,09-Mar-2010,-0.00292704
17072.94,17183.51,17027.92,17098.33,10-Mar-2010,0.00268523
17087.63,17215.07,17054.28,17167.96,11-Mar-2010,0.004072328
17176.02,17244.54,17126.93,17166.62,12-Mar-2010,-7.80524E-05
17166.97,17195.49,17061.14,17164.99,15-Mar-2010,-9.49517E-05
17169.84,17416.55,17150.06,17383.18,16-Mar-2010,0.012711339
17389.47,17576.78,17389.47,17490.08,17-Mar-2010,0.006149623
17492.81,17548.13,17417.61,17519.26,18-Mar-2010,0.001668374
17531.47,17600.87,17502.14,17578.23,19-Mar-2010,0.00336601
17481.96,17559.18,17337.38,17410.57,22-Mar-2010,-0.009537934
17422.51,17530.79,17356.64,17451.02,23-Mar-2010,0.002323301
17458.51,17575.23,17383.21,17558.85,25-Mar-2010,0.006179008
17558.85,17682.94,17558.85,17644.76,26-Mar-2010,0.004892689
17639.18,17793.01,17639.18,17711.35,29-Mar-2010,0.003773925
17703.67,17783.35,17558.22,17590.17,30-Mar-2010,-0.00684194
17602.39,17699.5,17488.55,17527.77,31-Mar-2010,-0.003547436
17555.04,17706.56,17555.04,17692.62,01-Apr-2010,0.009405075
17693.66,17948.54,17693.66,17935.68,05-Apr-2010,0.013737931
17940.32,17991.41,17898,17941.37,06-Apr-2010,0.000317245
17915.6,18047.86,17878.31,17970.02,07-Apr-2010,0.001596868
17950.56,17960.91,17679.34,17714.4,08-Apr-2010,-0.014224803
17715.16,17971.47,17715.16,17933.14,09-Apr-2010,0.012348146
17874.16,17995.25,17816.19,17853,12-Apr-2010,-0.004468821
17831.38,17892.78,17736.09,17821.96,13-Apr-2010,-0.001738643
17804.55,17975.57,17619.02,17639.26,15-Apr-2010,-0.010251398
17645.91,17663.99,17529.55,17591.18,16-Apr-2010,-0.002725738
17584.86,17584.86,17276.8,17400.68,19-Apr-2010,-0.010829291
17394.68,17560.09,17394.68,17460.58,20-Apr-2010,0.003442394
17458.76,17565.55,17446.51,17472.56,21-Apr-2010,0.000686117
17476.48,17778.34,17408.02,17573.99,22-Apr-2010,0.005805102
17533.88,17725.88,17533.88,17694.2,23-Apr-2010,0.006840222
17692.26,17826.48,17692.26,17745.28,26-Apr-2010,0.002886822
17744.93,17769.25,17678.56,17690.62,27-Apr-2010,-0.003080256
17643.59,17643.59,17344.58,17380.08,28-Apr-2010,-0.017553935
17382.09,17532.86,17382.09,17503.47,29-Apr-2010,0.007099507
17503.47,17646.61,17503.47,17558.71,30-Apr-2010,0.003155946
17536.86,17536.86,17345.92,17386.08,03-May-2010,-0.009831588
17371.75,17464.82,17101.96,17137.14,04-May-2010,-0.014318351
17103.95,17121.66,16858.23,17087.96,05-May-2010,-0.00286979
17080.47,17080.47,16823,16987.53,06-May-2010,-0.005877238
16939.58,16939.58,16684.13,16769.11,07-May-2010,-0.012857667
16799.49,17356.54,16799.49,17330.55,10-May-2010,0.033480608
17336.13,17379.15,17104.45,17141.53,11-May-2010,-0.010906751
17141.53,17252.52,17028.08,17195.81,12-May-2010,0.003166578
17323.63,17389.15,17240.35,17265.87,13-May-2010,0.004074248
17267.25,17329.32,16923.65,16994.6,14-May-2010,-0.015711343
16961.92,16961.92,16551,16835.56,17-May-2010,-0.009358267
16840.59,17000.34,16744.13,16875.76,18-May-2010,0.002387803
16802.39,16802.39,16373.32,16408.49,19-May-2010,-0.027688827
16419.1,16617.8,16419.1,16519.68,20-May-2010,0.00677637
16317.94,16486.74,16187.03,16445.61,21-May-2010,-0.004483743
16494.61,16757.73,16413.03,16469.55,24-May-2010,0.001455708
16444.57,16444.57,15960.15,16022.48,25-May-2010,-0.027145247
16069.78,16410.35,16069.78,16387.84,26-May-2010,0.022802962
16410.88,16694.55,16331.1,16666.4,27-May-2010,0.016997969
16692.66,16891.17,16692.66,16863.06,28-May-2010,0.011799789
16872.17,16971.15,16806.5,16944.63,31-May-2010,0.0048372
16942.82,16942.82,16318.39,16572.03,01-Jun-2010,-0.021989267
16574.79,16774.15,16571.45,16741.84,02-Jun-2010,0.010246783
16786.28,17072.63,16786.28,17022.33,03-Jun-2010,0.016753834
17036.55,17150.42,16963.92,17117.69,04-Jun-2010,0.005602053
17069.77,17069.77,16686.73,16781.07,07-Jun-2010,-0.019665037
16760.6,16895.73,16560.64,16617.1,08-Jun-2010,-0.009771129
16621.12,16817.69,16591.26,16657.89,09-Jun-2010,0.0024547
16668.91,16942.6,16668.91,16922.08,10-Jun-2010,0.015859752
16994.07,17131.56,16994.07,17064.95,11-Jun-2010,0.008442816
17118.74,17351.18,17118.74,17338.17,14-Jun-2010,0.016010595
17355.49,17442.5,17249.46,17412.83,15-Jun-2010,0.004306106
17500.3,17530.38,17407.3,17462.87,16-Jun-2010,0.002873743
17490.52,17647.42,17394.9,17616.69,17-Jun-2010,0.008808403
17628.02,17721.99,17525.29,17570.82,18-Jun-2010,-0.002603781
17654.81,17919.62,17654.81,17876.55,21-Jun-2010,0.017399871
17868.12,17868.12,17725.63,17749.69,22-Jun-2010,-0.007096448
17694.87,17782.41,17629.19,17755.94,23-Jun-2010,0.000352119
17750.51,17845.65,17632.8,17730.24,24-Jun-2010,-0.001447403
17705.11,17714.73,17546.73,17574.53,25-Jun-2010,-0.008782171
17577.66,17794.8,17571.85,17774.26,28-Jun-2010,0.011364742
17777.95,17777.95,17465.73,17534.09,29-Jun-2010,-0.013512236
17476.85,17725.04,17373.78,17700.9,30-Jun-2010,0.009513468
17679.34,17679.34,17455.41,17509.33,01-Jul-2010,-0.010822614
17523.47,17598.94,17426.78,17460.95,02-Jul-2010,-0.002763098
17473.83,17505.73,17423.74,17441.44,05-Jul-2010,-0.00111735
17402.68,17643.14,17395.58,17614.48,06-Jul-2010,0.009921199
17623.66,17623.66,17447.15,17471.03,07-Jul-2010,-0.008143868
17536.48,17728.37,17536.48,17651.73,08-Jul-2010,0.010342836
17667.85,17857.58,17667.85,17833.54,09-Jul-2010,0.01029984
17875.97,18010.07,17874.95,17937.2,12-Jul-2010,0.005812643
17908.3,17998.04,17855.85,17985.9,13-Jul-2010,0.002715028
18024.95,18167.22,17897.26,17938.16,14-Jul-2010,-0.002654301
17874.71,17978.56,17858.73,17909.46,15-Jul-2010,-0.001599941
17911.13,17980.27,17892.16,17955.82,16-Jul-2010,0.002588576
17914.12,18005.07,17856.4,17928.42,19-Jul-2010,-0.001525968
17918.43,18040.17,17848.07,17878.14,20-Jul-2010,-0.002804486
17873.92,18012.2,17873.92,17977.23,21-Jul-2010,0.005542523
17978.37,18127.9,17879.88,18113.15,22-Jul-2010,0.007560675
18132.29,18237.56,18093.93,18130.98,23-Jul-2010,0.000984368
18056.24,18194.09,17993.88,18020.05,26-Jul-2010,-0.006118257
17998.74,18149.56,17998.74,18077.61,27-Jul-2010,0.00319422
18077.85,18137.14,17925.4,17957.37,28-Jul-2010,-0.006651322
17961.58,18013.1,17902.84,17992,29-Jul-2010,0.001928456
17981.06,18000.35,17838.92,17868.29,30-Jul-2010,-0.006875834
17911.31,18104.24,17911.31,18081.21,02-Aug-2010,0.011916082
18149.9,18167.45,18072.38,18114.83,03-Aug-2010,0.001859389
18115.56,18249.46,18093.03,18217.44,04-Aug-2010,0.00566442
18234.85,18295.43,18156.45,18172.83,05-Aug-2010,-0.002448752
18165.49,18244.56,18118.19,18143.99,06-Aug-2010,-0.001586985
18141.11,18309.25,18139.9,18287.5,09-Aug-2010,0.007909506
18272.28,18293.4,18170.77,18219.99,10-Aug-2010,-0.003691593
18177.35,18263.88,18042.89,18070.19,11-Aug-2010,-0.008221739
17972.65,18113.62,17914.78,18073.9,12-Aug-2010,0.000205311
18080.29,18260.39,18050.42,18167.03,13-Aug-2010,0.005152734
18169.8,18203.92,17997.46,18050.78,16-Aug-2010,-0.006398955
18049.19,18140.15,18026,18048.85,17-Aug-2010,-0.000106921
18067.67,18286,18067.67,18257.12,18-Aug-2010,0.011539239
18276.5,18475.27,18276.5,18454.94,19-Aug-2010,0.010835225
18444.24,18464.14,18360.9,18401.82,20-Aug-2010,-0.002878362
18400.33,18454.38,18371.02,18409.35,23-Aug-2010,0.000409199
18407.01,18451.73,18260.71,18311.59,24-Aug-2010,-0.005310345
18308.51,18312.43,18156,18179.64,25-Aug-2010,-0.007205819
18194.78,18261.06,18159.13,18226.35,26-Aug-2010,0.002569358
18205.9,18248.36,17944.16,17998.41,27-Aug-2010,-0.01250607
18063.48,18216.5,17960.23,18032.11,30-Aug-2010,0.001872388
18015.66,18015.66,17819.99,17971.12,31-Aug-2010,-0.0033823
18027.12,18227.14,18027.12,18205.87,01-Sep-2010,0.013062625
18215.28,18355.84,18215.28,18238.31,02-Sep-2010,0.001781843
18238.08,18316.32,18206.5,18221.43,03-Sep-2010,-0.000925524
18124.29,18600.3,18124.29,18560.05,06-Sep-2010,0.018583613
18571.73,18711.2,18571.43,18645.06,07-Sep-2010,0.004580268
18627.67,18721.21,18540.65,18666.71,08-Sep-2010,0.001161165
18669.12,18823.17,18669.12,18799.66,09-Sep-2010,0.007122305
18845.31,19243.44,18845.31,19208.33,13-Sep-2010,0.021738159
19218.13,19487.02,19218.13,19346.96,14-Sep-2010,0.007217181
19343.74,19554.5,19340.99,19502.11,15-Sep-2010,0.008019348
19476.93,19636.66,19383.46,19417.49,16-Sep-2010,-0.004339018
19436.71,19639.18,19436.71,19594.75,17-Sep-2010,0.009128883
19445.42,19927.3,19445.42,19906.1,20-Sep-2010,0.01588946
19925.79,20088.96,19860.88,20001.55,21-Sep-2010,0.004795013
20039.43,20105.54,19804.02,19941.72,22-Sep-2010,-0.002991268
19944.3,19998.32,19771.63,19861.01,23-Sep-2010,-0.004047294
19836.43,20071.75,19833.52,20045.18,24-Sep-2010,0.009272942
20082.26,20267.98,20082.26,20117.38,27-Sep-2010,0.003601863
20114.37,20157.51,19981.96,20104.86,28-Sep-2010,-0.000622347
20086.89,20234.05,19923.11,19956.34,29-Sep-2010,-0.007387269
19931.49,20114.73,19864.46,20069.12,30-Sep-2010,0.005651337
20094.1,20475.47,20094.1,20445.04,01-Oct-2010,0.018731265
20501.21,20706.74,20437.36,20475.73,04-Oct-2010,0.001501098
20461.98,20560.54,20383.16,20407.71,05-Oct-2010,-0.003321982
20448.69,20669.95,20447.05,20543.08,06-Oct-2010,0.006633277
20544.3,20581.29,20272.77,20315.32,07-Oct-2010,-0.011086945
20297.58,20409.19,20145.74,20250.26,08-Oct-2010,-0.003202509
20291.59,20461.27,20274.95,20339.89,11-Oct-2010,0.004426116
20357.79,20368.4,20107.25,20203.34,12-Oct-2010,-0.006713409
20223.45,20703.97,20211.66,20687.88,13-Oct-2010,0.023983163
20700.42,20854.55,20442.82,20497.64,14-Oct-2010,-0.009195722
20518.5,20578.45,20090.18,20125.05,15-Oct-2010,-0.018177215
20160.55,20229.39,19870.51,20168.89,18-Oct-2010,0.00217838
20298.55,20332.02,19923.96,19983.13,19-Oct-2010,-0.009210224
19924.02,20043.82,19822.66,19872.15,20-Oct-2010,-0.005553685
19951.34,20293.1,19886.12,20260.58,21-Oct-2010,0.019546451
20334.14,20351.74,20088.67,20165.86,22-Oct-2010,-0.004675088
20199.73,20452.3,20199.73,20303.12,25-Oct-2010,0.006806553
20325.44,20344.68,20189.3,20221.39,26-Oct-2010,-0.00402549
20220.58,20220.58,19923.71,20005.37,27-Oct-2010,-0.010682747
20116.49,20185.46,19869.32,19941.04,28-Oct-2010,-0.003215637
19986.32,20080.33,19768.96,20032.34,29-Oct-2010,0.004578497
20272.49,20609.65,20267.1,20355.63,01-Nov-2010,0.016138404
20407.18,20418.35,20281.73,20345.69,02-Nov-2010,-0.000488317
20472.86,20538.8,20426.18,20465.74,03-Nov-2010,0.005900513
20605.63,20917.03,20605.63,20893.57,04-Nov-2010,0.020904692
21045.66,21108.64,20961.98,21004.96,05-Nov-2010,0.005331305
21041.97,21075.71,20822.37,20852.38,08-Nov-2010,-0.007263999
20851.91,20984.08,20762.81,20932.48,09-Nov-2010,0.003841288
20917.54,20970.91,20849.92,20875.71,10-Nov-2010,-0.002712053
20930.45,20937.38,20544.22,20589.09,11-Nov-2010,-0.013729832
20529.74,20593.91,20108.4,20156.89,12-Nov-2010,-0.0209917
20167.62,20335.51,20046.6,20309.69,15-Nov-2010,0.007580534
20371.73,20380.1,19832.22,19865.14,16-Nov-2010,-0.021888566
19997.83,20056.44,19615.51,19930.64,18-Nov-2010,0.003297233
19982.75,19982.75,19504.87,19585.44,19-Nov-2010,-0.017320066
19713.84,19989.02,19641.42,19957.59,22-Nov-2010,0.01900136
19841.42,19841.42,19342.69,19691.84,23-Nov-2010,-0.013315736
19735.28,19835.57,19375.92,19459.85,24-Nov-2010,-0.011781022
19560.25,19628.27,19257.37,19318.16,25-Nov-2010,-0.007281146
19391.96,19417.61,18954.82,19136.61,26-Nov-2010,-0.009397893
19230.34,19450.09,19167.19,19405.1,29-Nov-2010,0.014030176
19373.23,19610.46,19218.02,19521.25,30-Nov-2010,0.00598554
19529.99,19887.26,19525.15,19850,01-Dec-2010,0.016840622
20038.66,20084.25,19917.77,19992.7,02-Dec-2010,0.007188917
20007.89,20067.81,19877.12,19966.93,03-Dec-2010,-0.00128897
20038.25,20217.86,19944.71,19981.31,06-Dec-2010,0.000720191
19982.9,20008.36,19824.44,19934.64,07-Dec-2010,-0.002335683
19874.3,19875.51,19611.35,19696.48,08-Dec-2010,-0.011947043
19746.15,19771.09,19160.87,19242.36,09-Dec-2010,-0.023055896
19201.89,19537.4,19074.57,19508.89,10-Dec-2010,0.013851212
19600.28,19710.57,19321.41,19691.78,13-Dec-2010,0.0093747
19746.75,19836.82,19621.41,19799.19,14-Dec-2010,0.00545456
19791.22,19817.61,19571.43,19647.77,15-Dec-2010,-0.007647788
19698.58,19897.22,19554.35,19864.85,16-Dec-2010,0.011048582
19770.02,20006.16,19711.12,19888.88,20-Dec-2010,0.001209674
19925.76,20090.84,19925.76,20060.32,21-Dec-2010,0.008619892
20118.82,20151.25,19931.31,20015.8,22-Dec-2010,-0.002219307
20038.83,20076.08,19939.3,19982.88,23-Dec-2010,-0.001644701
19911.46,20086.42,19880.36,20073.66,24-Dec-2010,0.004542889
20062.6,20190.13,20010.33,20028.93,27-Dec-2010,-0.002228293
20056.47,20090.41,19981.76,20025.42,28-Dec-2010,-0.000175247
20060.88,20274.2,20054.64,20256.03,29-Dec-2010,0.011515863
20274.12,20410.91,20274.12,20389.07,30-Dec-2010,0.006567921
20412.76,20552.03,20412.76,20509.09,31-Dec-2010,0.005886487
20621.61,20664.8,20531,20561.05,03-Jan-2011,0.002533511
20617.38,20651.21,20449.01,20498.72,04-Jan-2011,-0.00303146
20509.95,20509.95,20243.95,20301.1,05-Jan-2011,-0.009640602
20395.5,20425.85,20107.17,20184.74,06-Jan-2011,-0.005731709
20163.85,20210.62,19629.22,19691.81,07-Jan-2011,-0.024420924
19714.42,19720.43,19158.43,19224.12,10-Jan-2011,-0.023750483
19279.77,19431.56,19003.6,19196.34,11-Jan-2011,-0.00144506
19353.34,19574.63,19048.56,19534.1,12-Jan-2011,0.017595021
19492.3,19522.38,19136.27,19182.82,13-Jan-2011,-0.017982912
19198.04,19447.82,18811.96,18860.44,14-Jan-2011,-0.016805663
18911.43,19018.94,18779.38,18882.25,17-Jan-2011,0.001156389
18983.2,19120.62,18933.47,19092.05,18-Jan-2011,0.011110964
19153.31,19167.06,18898.56,18978.32,19-Jan-2011,-0.00595693
18892.43,19100.26,18794.73,19046.54,20-Jan-2011,0.003594628
19007.08,19065.34,18932.4,19007.53,21-Jan-2011,-0.002048141
19095.69,19194.46,18998.38,19151.28,24-Jan-2011,0.007562792
19227.42,19340.99,18949.44,18969.45,25-Jan-2011,-0.009494405
19086.69,19086.69,18656.05,18684.43,27-Jan-2011,-0.015025212
18708.62,18723.12,18235.45,18395.97,28-Jan-2011,-0.015438523
18226.21,18395.09,18038.48,18327.76,31-Jan-2011,-0.003707877
18425.18,18452.06,17982.17,18022.22,01-Feb-2011,-0.016670886
18216.91,18306,18042.61,18090.62,02-Feb-2011,0.003795315
18113.73,18466.21,18064.61,18449.31,03-Feb-2011,0.019827402
18450.07,18542.2,17926.98,18008.15,04-Feb-2011,-0.023912005
18135.02,18180.94,17977.01,18037.19,07-Feb-2011,0.001612603
18141.51,18141.51,17742.18,17775.7,08-Feb-2011,-0.014497269
17723.99,17864.32,17508.35,17592.77,09-Feb-2011,-0.010291015
17603.29,17636.88,17362.59,17463.04,10-Feb-2011,-0.007374052
17519.13,17752.56,17295.62,17728.61,11-Feb-2011,0.015207547
17940.16,18227.62,17857.12,18202.2,14-Feb-2011,0.026713318
18260.08,18361.66,18050.48,18273.8,15-Feb-2011,0.00393359
18273.06,18358.84,18216.12,18300.9,16-Feb-2011,0.001482998
18345.12,18532.61,18233.79,18506.82,17-Feb-2011,0.011251906
18564.08,18690.97,18159.82,18211.52,18-Feb-2011,-0.01595628
18238.54,18457.49,18082.66,18438.31,21-Feb-2011,0.012453107
18390.72,18457.9,18187.33,18296.16,22-Feb-2011,-0.007709492
18233.77,18377.48,18150.01,18178.33,23-Feb-2011,-0.006440149
18135.12,18135.12,17559.7,17632.41,24-Feb-2011,-0.030031362
17775.08,17812.44,17469.97,17700.91,25-Feb-2011,0.003884892
17811.08,18296.53,17718.88,17823.4,28-Feb-2011,0.006919983
17982.28,18478.68,17964.39,18446.5,01-Mar-2011,0.03495966
18318.32,18603.57,18253.62,18489.76,03-Mar-2011,0.00234516
18622.7,18736.97,18448.69,18486.45,04-Mar-2011,-0.000179018
18361.65,18361.65,18058.71,18222.67,07-Mar-2011,-0.014268829
18277.34,18466.81,18266.62,18439.65,08-Mar-2011,0.011907146
18522.8,18583.3,18303.8,18469.95,09-Mar-2011,0.001643198
18430.84,18430.84,18261.26,18327.98,10-Mar-2011,-0.007686539
18248.11,18368.43,18063.29,18174.09,11-Mar-2011,-0.008396452
18167.1,18463.84,18155.43,18439.48,14-Mar-2011,0.014602657
18113.79,18326.33,17920.55,18167.64,15-Mar-2011,-0.014742281
18263.68,18444.47,18263.68,18358.69,16-Mar-2011,0.01051595
18227.16,18354.27,18104.02,18149.87,17-Mar-2011,-0.01137445
18251.18,18259.61,17849.53,17878.81,18-Mar-2011,-0.014934542
17984.72,18007.73,17792.17,17839.05,21-Mar-2011,-0.002223862
17929.09,18041.38,17878.8,17988.3,22-Mar-2011,0.008366477
17972.04,18218.28,17950.17,18206.16,23-Mar-2011,0.012111206
18286.42,18373.97,18269.32,18350.74,24-Mar-2011,0.007941268
18480.69,18858.3,18480.69,18815.64,25-Mar-2011,0.025334128
18799.71,19024.18,18799.57,18943.14,28-Mar-2011,0.006776278
18949.57,19226.21,18944.82,19120.8,29-Mar-2011,0.009378593
19178.77,19357.1,19178.77,19290.18,30-Mar-2011,0.008858416
19339.75,19575.16,19284.35,19445.22,31-Mar-2011,0.00803725
19463.11,19562.55,19382.35,19420.39,01-Apr-2011,-0.00127692
19473.93,19729.6,19449.36,19701.73,04-Apr-2011,0.014486836
19731.38,19770.21,19523.54,19686.82,05-Apr-2011,-0.000756786
19698.61,19811.14,19550.55,19612.2,06-Apr-2011,-0.003790353
19620.88,19665.09,19537.02,19591.18,07-Apr-2011,-0.001071782
19602.81,19697.21,19388.42,19451.45,08-Apr-2011,-0.007132291
19382.91,19426.3,19242.59,19262.54,11-Apr-2011,-0.009711872
19187.01,19737.33,19101.63,19696.86,13-Apr-2011,0.02254739
19670.07,19700.96,19337.12,19386.82,15-Apr-2011,-0.01574058
19389.74,19649.22,19071.47,19091.17,18-Apr-2011,-0.015250051
19091.78,19201.92,18976.19,19121.83,19-Apr-2011,0.001605978
19274.21,19484.77,19171.03,19470.98,20-Apr-2011,0.018259236
19582.5,19695.98,19530.5,19602.23,21-Apr-2011,0.006740801
19538.52,19697.49,19531.34,19584.31,25-Apr-2011,-0.000914182
19596.32,19626.13,19306.92,19545.35,26-Apr-2011,-0.001989348
19610.71,19633.63,19412.79,19448.69,27-Apr-2011,-0.004945422
19532.85,19542.05,19265.92,19292.02,28-Apr-2011,-0.008055555
19292.57,19356.5,19015.05,19135.96,29-Apr-2011,-0.008089355
19224.05,19253.87,18954.76,18998.02,02-May-2011,-0.007208418
18979.31,19024.95,18502.42,18534.69,03-May-2011,-0.024388331
18558.33,18604.36,18339.53,18469.36,04-May-2011,-0.003524742
18484.71,18569.21,18160.65,18210.58,05-May-2011,-0.014011314
18289.78,18568.48,18271.68,18518.81,06-May-2011,0.016925875
18628.63,18643.58,18367.21,18528.96,09-May-2011,0.000548091
18564.95,18689.37,18429.06,18512.77,10-May-2011,-0.000873767
18572.61,18622.44,18454.93,18584.96,11-May-2011,0.00389947
18525.32,18610.02,18314.34,18335.79,12-May-2011,-0.013407078
18362.45,18724.54,18280.7,18531.28,13-May-2011,0.010661662
18492.68,18492.68,18319.88,18345.03,16-May-2011,-0.010050574
18374.45,18435.8,18084.67,18137.35,17-May-2011,-0.011320777
18177.32,18218.2,18020.79,18086.2,18-May-2011,-0.002820147
18166.64,18198.45,18057.82,18141.4,19-May-2011,0.003052051
18199.96,18429.47,18161.38,18326.09,20-May-2011,0.010180581
18269.06,18269.06,17971.02,17993.33,23-May-2011,-0.018157719
18016.43,18110.39,17933.94,18011.97,24-May-2011,0.001035939
17976.36,17976.36,17786.13,17847.24,25-May-2011,-0.009145585
17917.11,18072.61,17862.88,18044.64,26-May-2011,0.011060534
18105.61,18298.64,18087.16,18266.1,27-May-2011,0.012272897
18319.74,18380.17,18199.52,18232.06,30-May-2011,-0.001863561
18266.61,18526.8,18266.61,18503.28,31-May-2011,0.014875993
18527.12,18636.12,18514.66,18608.81,01-Jun-2011,0.005703313
18425.85,18540.67,18390.57,18494.18,02-Jun-2011,-0.006159986
18554.4,18672.65,18345.85,18376.48,03-Jun-2011,-0.006364164
18344.27,18458.63,18258.42,18420.11,06-Jun-2011,0.002374231
18355.3,18545.95,18351.24,18495.62,07-Jun-2011,0.004099324
18448.4,18505.1,18365.94,18394.29,08-Jun-2011,-0.005478594
18394.57,18449.64,18327.01,18384.9,09-Jun-2011,-0.000510485
18390.41,18399.02,18182.9,18268.54,10-Jun-2011,-0.006329107
18242.25,18313.21,18120.76,18266.03,13-Jun-2011,-0.000137395
18276.78,18380.19,18261.11,18308.66,14-Jun-2011,0.00233384
18298.59,18308.69,18111.21,18132.24,15-Jun-2011,-0.009635877
18060.11,18155.1,17958.94,17985.88,16-Jun-2011,-0.00807181
18060.17,18064.76,17844.09,17870.53,17-Jun-2011,-0.006413364
17925.17,17925.17,17314.38,17506.63,20-Jun-2011,-0.020363134
17574.37,17714.88,17504.27,17560.3,21-Jun-2011,0.003065696
17659.37,17678.86,17492.19,17550.63,22-Jun-2011,-0.000550674
17526.92,17754.55,17482.21,17727.49,23-Jun-2011,0.010077131
17804.94,18268.95,17804.94,18240.68,24-Jun-2011,0.028948825
18132.7,18494.11,18132.7,18412.41,27-Jun-2011,0.009414671
18493.59,18527.45,18323.44,18492.45,28-Jun-2011,0.004347068
18552.19,18715.39,18552.19,18693.86,29-Jun-2011,0.010891472
18741.1,18873.39,18723.14,18845.87,30-Jun-2011,0.008131547
18974.96,19031.38,18713.07,18762.8,01-Jul-2011,-0.004407862
18896.24,18942.42,18781.88,18814.48,04-Jul-2011,0.002754386
18837.88,18837.88,18694.05,18744.56,05-Jul-2011,-0.003716287
18730.29,18823.45,18682.6,18726.97,06-Jul-2011,-0.000938406
18776.62,19097.78,18767.25,19078.3,07-Jul-2011,0.018760643
19084.06,19131.7,18817.71,18858.04,08-Jul-2011,-0.011545054
18823.19,18843.97,18679.49,18721.39,11-Jul-2011,-0.007246246
18534.11,18589.19,18326.42,18411.62,12-Jul-2011,-0.016546314
18468.82,18626.41,18465.4,18596.02,13-Jul-2011,0.010015414
18563.69,18803.05,18449.23,18618.2,14-Jul-2011,0.001192728
18694.19,18936.43,18513.22,18561.92,15-Jul-2011,-0.003022849
18592.19,18622.56,18469.53,18507.04,18-Jul-2011,-0.002956591
18521.38,18690.42,18481.83,18653.87,19-Jul-2011,0.007933738
18756.31,18765.6,18473.9,18502.38,20-Jul-2011,-0.008121103
18514.65,18566.99,18415.36,18436.19,21-Jul-2011,-0.003577378
18565.04,18747.06,18533.43,18722.3,22-Jul-2011,0.015518933
18753.35,18932.27,18670.84,18871.29,25-Jul-2011,0.00795789
18898.19,18944.6,18481.63,18518.22,26-Jul-2011,-0.018709373
18571.15,18578.55,18358.76,18432.25,27-Jul-2011,-0.004642455
18300.55,18327.85,18188.88,18209.52,28-Jul-2011,-0.012083712
18194.15,18334.27,18131.86,18197.2,29-Jul-2011,-0.000676569
18352.23,18440.07,18219.25,18314.33,01-Aug-2011,0.006436705
18283.55,18283.55,18037.87,18109.89,02-Aug-2011,-0.011162844
17970.19,18005.76,17859.5,17940.55,03-Aug-2011,-0.009350692
17983.86,18032.55,17664.73,17693.18,04-Aug-2011,-0.013788318
17350.37,17358.18,16990.91,17305.87,05-Aug-2011,-0.021890355
16907.57,17247.87,16759.45,16990.18,08-Aug-2011,-0.018241787
16517.87,17135.04,16432,16857.91,09-Aug-2011,-0.007785085
17244.71,17256.46,17022.25,17130.51,10-Aug-2011,0.016170451
17056.61,17207.82,17012.95,17059.4,11-Aug-2011,-0.004151073
17246.88,17246.88,16784.56,16839.63,12-Aug-2011,-0.012882634
17015.99,17035.49,16673.52,16730.94,16-Aug-2011,-0.006454417
16782.24,17000.38,16708.98,16840.8,17-Aug-2011,0.006566278
16910.27,16916.81,16433.31,16469.79,18-Aug-2011,-0.022030426
16237.78,16287.72,15987.77,16141.67,19-Aug-2011,-0.019922537
16155.99,16370.46,16046.48,16341.7,22-Aug-2011,0.01239215
16446.85,16549.21,16213.18,16498.47,23-Aug-2011,0.009593249
16490.78,16533.22,16253.78,16284.98,24-Aug-2011,-0.012939988
16338.14,16373.84,16104.34,16146.33,25-Aug-2011,-0.00851398
16155.55,16256.38,15765.53,15848.83,26-Aug-2011,-0.01842524
16080.74,16462.03,16068.73,16416.33,29-Aug-2011,0.03580706
16585.1,16714.7,16443.35,16676.75,30-Aug-2011,0.015863473
16963.67,16989.86,16688.06,16821.46,02-Sep-2011,0.00867735
16678.34,16760.07,16561.46,16713.33,05-Sep-2011,-0.006428098
16663.73,16894.73,16488.3,16862.81,06-Sep-2011,0.008943759
16922.31,17157.21,16922.31,17065,07-Sep-2011,0.011990291
17118.08,17209.66,16987.37,17165.54,08-Sep-2011,0.005891591
17189.75,17211.8,16830.95,16866.97,09-Sep-2011,-0.017393569
